N_ménage;Nordre;Coef_individu;Milieu;Sexe;Age;Etat_matrimonial;Niveau_scolaire;Type_activité;Secteur_activité;Statut_professionnel
4053;4;854;1;1;10;1;1;3; ; 
4081;4;987;1;2;10;1;1;3; ; 
4093;4;699;1;2;10;1;1;3; ; 
4121;7;620;1;1;10;1;1;3; ; 
4154;3;707;1;2;10;1;1;3; ; 
4155;7;704;1;1;10;1;1;3; ; 
4225;3;1048;1;1;10;1;1;3; ; 
4276;3;1153,84525;2;1;10;1;1;3; ; 
4316;3;1209,45225;2;1;10;1;1;3; ; 
4351;5;542,16825;2;1;10;1;1;3; ; 
4384;3;639,4805;2;1;10;1;1;3; ; 
4492;5;1265,05925;2;1;10;1;1;3; ; 
4544;7;931,41725;2;1;10;1;1;3; ; 
4621;6;917,5155;2;1;10;1;1;3; ; 
4670;5;681,18575;2;1;10;1;1;3; ; 
4675;3;706,677165;2;2;10;1;1;3; ; 
4678;8;706,677165;2;2;10;1;1;3; ; 
4712;3;653,38225;2;1;10;1;1;3; ; 
4720;4;748,24641;2;2;10;1;1;3; ; 
4721;5;722,891;2;1;10;1;1;3; ; 
4762;3;673,421769;2;2;10;1;1;3; ; 
4785;5;681,18575;2;1;10;1;1;3; ; 
4837;7;569,97175;2;1;10;1;1;3; ; 
4869;3;569,97175;2;1;10;1;1;3; ; 
4892;5;764,59625;2;1;10;1;1;3; ; 
4907;3;756,560259;2;2;10;1;1;3; ; 
4927;3;365,809356;2;2;10;1;1;3; ; 
4949;4;1438,295877;2;2;10;1;1;3; ; 
5177;3;722,891;2;1;10;1;1;3; ; 
5212;4;581,96943;2;2;10;1;1;3; ; 
5510;3;756,560259;2;2;10;1;1;3; ; 
5515;7;722,891;2;1;10;1;1;3; ; 
5529;5;1188,880407;2;2;10;1;1;3; ; 
5577;4;583,8735;2;1;10;1;1;3; ; 
5612;6;814,757202;2;2;10;1;1;3; ; 
5649;3;581,96943;2;2;10;1;1;3; ; 
5654;3;542,16825;2;1;10;1;1;3; ; 
5671;4;598,597128;2;2;10;1;1;3; ; 
5676;5;750,6945;2;1;10;1;1;3; ; 
5681;4;750,6945;2;1;10;1;1;3; ; 
5828;4;498,83094;2;2;10;1;1;3; ; 
5843;6;731,618712;2;2;10;1;1;3; ; 
5884;6;403,15075;2;1;10;1;1;3; ; 
5906;5;690,049467;2;2;10;1;1;3; ; 
6059;4;514,36475;2;1;10;1;1;3; ; 
6091;7;973,1225;2;1;10;1;1;3; ; 
6295;6;714,991014;2;2;10;1;1;3; ; 
6351;4;500,463;2;1;10;1;1;3; ; 
6370;3;903,61375;2;1;10;1;1;3; ; 
6452;6;750,6945;2;1;10;1;1;3; ; 
6658;6;1014,82775;2;1;10;1;1;3; ; 
6706;5;750,6945;2;1;10;1;1;3; ; 
6766;3;432,320148;2;2;10;1;1;3; ; 
6774;6;430,95425;2;1;10;1;1;3; ; 
6823;3;792,39975;2;1;10;1;1;3; ; 
6942;5;556,07;2;1;10;1;1;3; ; 
6958;7;653,38225;2;1;10;1;1;3; ; 
7022;3;1014,82775;2;1;10;1;1;3; ; 
7048;4;750,6945;2;1;10;1;1;3; ; 
7049;4;750,6945;2;1;10;1;1;3; ; 
82;6;893;1;2;10;1;2;3; ; 
160;6;978;1;2;10;1;2;3; ; 
200;5;825;1;2;10;1;2;3; ; 
254;5;939;1;2;10;1;2;3; ; 
385;3;654;1;2;10;1;2;3; ; 
471;5;731;1;2;10;1;2;3; ; 
637;8;739;1;1;10;1;2;3; ; 
737;5;929;1;2;10;1;2;3; ; 
759;4;914;1;1;10;1;2;3; ; 
1092;3;769;1;2;10;1;2;3; ; 
1228;4;685;1;1;10;1;2;3; ; 
1390;5;660;1;2;10;1;2;3; ; 
1428;2;802;1;2;10;1;2;3; ; 
1528;4;657;1;2;10;1;2;3; ; 
1579;3;832;1;1;10;1;2;3; ; 
1618;3;681;1;1;10;1;2;3; ; 
1645;3;865;1;1;10;1;2;3; ; 
1682;8;356;1;2;10;1;2;3; ; 
1736;4;856;1;1;10;1;2;3; ; 
1817;4;1654;1;2;10;1;2;3; ; 
1849;4;641;1;2;10;1;2;3; ; 
1936;5;594;1;2;10;1;2;3; ; 
2030;3;618;1;2;10;1;2;3; ; 
2103;4;693;1;2;10;1;2;3; ; 
2170;3;694;1;1;10;1;2;3; ; 
2533;3;782;1;1;10;1;2;3; ; 
2583;4;816;1;1;10;1;2;3; ; 
2798;5;753;1;1;10;1;2;3; ; 
2896;4;1106;1;1;10;1;2;3; ; 
2929;3;1257;1;2;10;1;2;3; ; 
3147;6;411;1;2;10;1;2;3; ; 
3251;6;715;1;1;10;1;2;3; ; 
3411;2;729;1;1;10;1;2;3; ; 
3558;3;480;1;1;10;1;2;3; ; 
3610;7;704;1;1;10;1;2;3; ; 
3732;3;830;1;1;10;1;2;3; ; 
3735;4;833;1;2;10;1;2;3; ; 
3864;5;777;1;2;10;1;2;3; ; 
3909;3;1027;1;2;10;1;2;3; ; 
3981;8;635;1;2;10;1;2;3; ; 
3999;4;1155;1;2;10;1;2;3; ; 
4265;4;556;1;2;10;1;2;3; ; 
4920;4;365,809356;2;2;10;1;2;3; ; 
5047;3;1056,533;2;1;10;1;2;3; ; 
5076;4;365,809356;2;2;10;1;2;3; ; 
6471;4;424,006299;2;2;10;1;2;3; ; 
6478;4;623,538675;2;2;10;1;2;3; ; 
6493;3;1130,683464;2;2;10;1;2;3; ; 
203;5;821;1;1;10;1;3;3; ; 
208;5;261;1;2;10;1;3;3; ; 
256;3;935;1;1;10;1;3;3; ; 
461;7;1004;1;1;10;1;3;3; ; 
510;3;853;1;2;10;1;3;3; ; 
873;4;631;1;1;10;1;3;3; ; 
1097;5;769;1;2;10;1;3;3; ; 
1162;4;785;1;1;10;1;3;3; ; 
1330;3;856;1;1;10;1;3;3; ; 
1718;4;1539;1;1;10;1;3;3; ; 
1909;4;787;1;2;10;1;3;3; ; 
2339;4;531;1;2;10;1;3;3; ; 
2357;7;599;1;1;10;1;3;3; ; 
2781;4;828;1;2;10;1;3;3; ; 
2824;3;740;1;1;10;1;3;3; ; 
2825;3;743;1;2;10;1;3;3; ; 
2968;4;291;1;1;10;1;3;3; ; 
3009;5;515;1;1;10;1;3;3; ; 
4018;2;570;1;2;10;1;3;3; ; 
4055;5;858;1;2;10;1;3;3; ; 
4058;4;854;1;1;10;1;3;3; ; 
4206;5;662;1;1;10;1;3;3; ; 
4213;3;1063;1;1;10;1;3;3; ; 
5522;3;1195,5505;2;1;10;1;3;3; ; 
5768;3;848,00675;2;1;10;1;3;3; ; 
13;8;539;1;2;10;1;4;3; ; 
232;4;819;1;2;10;1;4;3; ; 
284;5;761;1;1;10;1;4;3; ; 
347;6;618;1;1;10;1;4;3; ; 
709;4;577;1;1;10;1;4;3; ; 
741;3;828;1;2;10;1;4;3; ; 
782;5;737;1;2;10;1;4;3; ; 
961;5;856;1;1;10;1;4;3; ; 
1076;3;906;1;2;10;1;4;3; ; 
1276;5;697;1;1;10;1;4;3; ; 
1292;5;831;1;2;10;1;4;3; ; 
2147;3;585;1;2;10;1;4;3; ; 
2223;3;656;1;1;10;1;4;3; ; 
2520;6;688;1;2;10;1;4;3; ; 
2566;6;1036;1;1;10;1;4;3; ; 
3005;5;515;1;1;10;1;4;3; ; 
3078;3;398;1;2;10;1;4;3; ; 
3344;4;991;1;2;10;1;4;3; ; 
3448;5;549;1;2;10;1;4;3; ; 
3588;4;693;1;1;10;1;4;3; ; 
3654;7;850;1;2;10;1;4;3; ; 
4054;3;858;1;2;10;1;4;3; ; 
4176;3;910;1;2;10;1;4;3; ; 
4190;5;1008;1;1;10;1;4;3; ; 
4610;5;514,36475;2;1;10;1;4;3; ; 
4732;5;623,538675;2;2;10;1;4;3; ; 
4791;3;625,57875;2;1;10;1;4;3; ; 
4943;5;1438,295877;2;2;10;1;4;3; ; 
5060;7;917,5155;2;1;10;1;4;3; ; 
5180;7;722,891;2;1;10;1;4;3; ; 
5182;3;722,891;2;1;10;1;4;3; ; 
5234;3;569,97175;2;1;10;1;4;3; ; 
5318;7;681,735618;2;2;10;1;4;3; ; 
5582;11;1000,926;2;1;10;1;4;3; ; 
5665;4;598,597128;2;2;10;1;4;3; ; 
5751;5;611,677;2;1;10;1;4;3; ; 
5766;3;848,00675;2;1;10;1;4;3; ; 
5827;4;486,56125;2;1;10;1;4;3; ; 
5868;6;764,874108;2;2;10;1;4;3; ; 
5872;7;764,874108;2;2;10;1;4;3; ; 
6617;6;390,750903;2;2;10;1;4;3; ; 
6622;5;690,049467;2;2;10;1;4;3; ; 
6987;6;798,129504;2;2;10;1;4;3; ; 
5188;5;922,837239;2;2;10;1;0;3; ; 
1089;2;766;1;1;10;1;3;3; ; 
3489;5;925;1;2;10;1;0;3; ; 
5308;5;945,319;2;1;10;1;0;3; ; 
982;4;949;1;1;10;1;1;3; ; 
1501;4;775;1;2;10;1;1;3; ; 
4028;5;567;1;1;10;1;1;3; ; 
4299;4;1122,369615;2;2;10;1;0;3; ; 
4674;4;706,677165;2;2;11;1;0;3; ; 
5119;4;548,714034;2;2;11;1;0;3; ; 
5326;4;798,129504;2;2;11;1;0;3; ; 
4071;4;588;1;2;11;1;4;3; ; 
4692;5;750,6945;2;1;11;1;0;3; ; 
4597;5;792,39975;2;1;11;1;1;3; ; 
6670;4;764,59625;2;1;11;1;1;3; ; 
1;4;888;1;1;11;1;0;3; ; 
3;5;888;1;1;11;1;0;3; ; 
6;6;888;1;1;11;1;0;3; ; 
27;4;443;1;1;11;1;0;3; ; 
55;3;880;1;2;11;1;0;3; ; 
71;4;399;1;2;11;1;0;3; ; 
72;3;399;1;2;11;1;0;3; ; 
99;7;1111;1;2;11;1;0;3; ; 
105;4;1111;1;2;11;1;0;3; ; 
122;5;383;1;2;11;1;0;3; ; 
202;5;825;1;2;11;1;0;3; ; 
250;6;935;1;1;11;1;0;3; ; 
296;4;560;1;2;11;1;0;3; ; 
322;4;462;1;2;11;1;0;3; ; 
340;6;618;1;1;11;1;0;3; ; 
417;3;734;1;1;11;1;0;3; ; 
427;3;1027;1;2;11;1;0;3; ; 
428;5;1027;1;2;11;1;0;3; ; 
469;4;728;1;1;11;1;0;3; ; 
477;4;722;1;1;11;1;0;3; ; 
587;5;860;1;2;11;1;0;3; ; 
639;3;742;1;2;11;1;0;3; ; 
650;5;639;1;2;11;1;0;3; ; 
658;4;644;1;1;11;1;0;3; ; 
678;4;676;1;1;11;1;0;3; ; 
762;7;293;1;2;11;1;0;3; ; 
778;9;737;1;2;11;1;0;3; ; 
799;4;583;1;2;11;1;0;3; ; 
837;6;757;1;2;11;1;0;3; ; 
901;4;728;1;2;11;1;0;3; ; 
1005;4;985;1;1;11;1;0;3; ; 
1017;5;970;1;1;11;1;0;3; ; 
1035;4;723;1;1;11;1;0;3; ; 
1037;4;726;1;2;11;1;0;3; ; 
1075;3;906;1;2;11;1;0;3; ; 
1077;3;902;1;1;11;1;0;3; ; 
1079;5;906;1;2;11;1;0;3; ; 
1122;4;483;1;2;11;1;0;3; ; 
1148;3;921;1;1;11;1;0;3; ; 
1198;2;571;1;1;11;1;0;3; ; 
1222;3;726;1;2;11;1;0;3; ; 
1226;5;723;1;1;11;1;0;3; ; 
1281;6;697;1;1;11;1;0;3; ; 
1302;8;616;1;2;11;1;0;3; ; 
1302;7;616;1;2;11;1;0;3; ; 
1381;4;657;1;1;11;1;0;3; ; 
1402;3;765;1;2;11;1;0;3; ; 
1594;6;1020;1;2;11;1;0;3; ; 
1653;4;582;1;1;11;1;0;3; ; 
1654;3;582;1;1;11;1;0;3; ; 
1655;10;584;1;2;11;1;0;3; ; 
1683;7;355;1;1;11;1;0;3; ; 
1739;3;859;1;2;11;1;0;3; ; 
1740;4;856;1;1;11;1;0;3; ; 
1774;3;828;1;2;11;1;0;3; ; 
1873;5;779;1;2;11;1;0;3; ; 
1907;4;784;1;1;11;1;0;3; ; 
1934;4;592;1;1;11;1;0;3; ; 
2049;5;657;1;2;11;1;0;3; ; 
2070;6;794;1;1;11;1;0;3; ; 
2139;3;579;1;2;11;1;0;3; ; 
2228;6;746;1;2;11;1;0;3; ; 
2229;5;746;1;2;11;1;0;3; ; 
2249;5;947;1;2;11;1;0;3; ; 
2400;6;921;1;1;11;1;0;3; ; 
2507;3;1001;1;2;11;1;0;3; ; 
2561;6;1040;1;2;11;1;0;3; ; 
2581;7;750;1;1;11;1;0;3; ; 
2588;4;816;1;1;11;1;0;3; ; 
2591;3;819;1;2;11;1;0;3; ; 
2644;3;578;1;2;11;1;0;3; ; 
2671;5;657;1;2;11;1;0;3; ; 
2714;6;921;1;2;11;1;0;3; ; 
2740;3;1021;1;1;11;1;0;3; ; 
2749;5;757;1;2;11;1;0;3; ; 
2875;3;437;1;1;11;1;0;3; ; 
2930;3;1257;1;2;11;1;0;3; ; 
2954;4;1283;1;2;11;1;0;3; ; 
3020;3;1269;1;2;11;1;0;3; ; 
3037;3;446;1;1;11;1;0;3; ; 
3076;5;397;1;1;11;1;0;3; ; 
3080;4;398;1;2;11;1;0;3; ; 
3083;4;397;1;1;11;1;0;3; ; 
3084;3;398;1;2;11;1;0;3; ; 
3096;4;825;1;2;11;1;0;3; ; 
3161;4;473;1;1;11;1;0;3; ; 
3162;3;475;1;2;11;1;0;3; ; 
3162;4;473;1;1;11;1;0;3; ; 
3193;5;654;1;1;11;1;0;3; ; 
3206;5;904;1;1;11;1;0;3; ; 
3254;5;885;1;2;11;1;0;3; ; 
3316;6;949;1;1;11;1;0;3; ; 
3338;3;987;1;1;11;1;0;3; ; 
3387;3;715;1;2;11;1;0;3; ; 
3484;5;921;1;1;11;1;0;3; ; 
3506;7;943;1;1;11;1;0;3; ; 
3524;8;651;1;1;11;1;0;3; ; 
3549;3;989;1;1;11;1;0;3; ; 
3667;7;798;1;1;11;1;0;3; ; 
3716;4;535;1;1;11;1;0;3; ; 
3802;8;883;1;2;11;1;0;3; ; 
3803;2;883;1;2;11;1;0;3; ; 
3807;7;880;1;1;11;1;0;3; ; 
3820;6;485;1;2;11;1;0;3; ; 
3847;7;635;1;2;11;1;0;3; ; 
3848;3;633;1;1;11;1;0;3; ; 
3849;7;633;1;1;11;1;0;3; ; 
3855;6;331;1;2;11;1;0;3; ; 
3929;7;491;1;2;11;1;0;3; ; 
3932;3;891;1;2;11;1;0;3; ; 
3937;6;887;1;1;11;1;0;3; ; 
3971;4;1291;1;1;11;1;0;3; ; 
3995;5;1155;1;2;11;1;0;3; ; 
4005;8;1155;1;2;11;1;0;3; ; 
4068;6;588;1;2;11;1;0;3; ; 
4070;5;588;1;2;11;1;0;3; ; 
4168;5;767;1;2;11;1;0;3; ; 
4172;5;764;1;1;11;1;0;3; ; 
4184;8;910;1;2;11;1;0;3; ; 
4186;4;907;1;1;11;1;0;3; ; 
4272;5;1172,252709;2;2;11;1;0;3; ; 
4281;12;1138,997313;2;2;11;1;0;3; ; 
4309;4;523,772487;2;2;11;1;0;3; ; 
4313;2;514,36475;2;1;11;1;0;3; ; 
4324;3;1209,45225;2;1;11;1;0;3; ; 
4328;6;565,341732;2;2;11;1;0;3; ; 
4334;3;565,341732;2;2;11;1;0;3; ; 
4335;2;556,07;2;1;11;1;0;3; ; 
4339;2;972,720333;2;2;11;1;0;3; ; 
4342;3;972,720333;2;2;11;1;0;3; ; 
4396;4;640,166373;2;2;11;1;0;3; ; 
4426;6;569,97175;2;1;11;1;0;3; ; 
4428;7;569,97175;2;1;11;1;0;3; ; 
4429;9;581,96943;2;2;11;1;0;3; ; 
4436;6;430,95425;2;1;11;1;0;3; ; 
4444;3;374,123205;2;2;11;1;0;3; ; 
4446;4;374,123205;2;2;11;1;0;3; ; 
4499;5;1265,05925;2;1;11;1;0;3; ; 
4534;5;556,07;2;1;11;1;0;3; ; 
4535;3;556,07;2;1;11;1;0;3; ; 
4536;5;557,027883;2;2;11;1;0;3; ; 
4540;3;939,464937;2;2;11;1;0;3; ; 
4557;5;792,39975;2;1;11;1;0;3; ; 
4615;6;540,400185;2;2;11;1;0;3; ; 
4812;5;848,00675;2;1;11;1;0;3; ; 
4822;2;848,00675;2;1;11;1;0;3; ; 
4835;5;581,96943;2;2;11;1;0;3; ; 
4845;4;569,97175;2;1;11;1;0;3; ; 
4885;5;764,59625;2;1;11;1;0;3; ; 
4895;6;389,249;2;1;11;1;0;3; ; 
4898;7;382,437054;2;2;11;1;0;3; ; 
4903;4;382,437054;2;2;11;1;0;3; ; 
4904;5;382,437054;2;2;11;1;0;3; ; 
4935;5;514,36475;2;1;11;1;0;3; ; 
4938;6;514,36475;2;1;11;1;0;3; ; 
4947;5;1417,9785;2;1;11;1;0;3; ; 
4992;5;764,874108;2;2;11;1;0;3; ; 
4998;2;764,874108;2;2;11;1;0;3; ; 
5004;7;548,714034;2;2;11;1;0;3; ; 
5011;3;548,714034;2;2;11;1;0;3; ; 
5035;4;581,96943;2;2;11;1;0;3; ; 
5110;5;914,52339;2;2;11;1;0;3; ; 
5115;4;548,714034;2;2;11;1;0;3; ; 
5117;3;542,16825;2;1;11;1;0;3; ; 
5127;5;490,517091;2;2;11;1;0;3; ; 
5133;5;490,517091;2;2;11;1;0;3; ; 
5134;3;486,56125;2;1;11;1;0;3; ; 
5159;3;789,815655;2;2;11;1;0;3; ; 
5195;3;590,283279;2;2;11;1;0;3; ; 
5222;3;653,38225;2;1;11;1;0;3; ; 
5248;4;856,326447;2;2;11;1;0;3; ; 
5298;4;756,560259;2;2;11;1;0;3; ; 
5339;4;486,56125;2;1;11;1;0;3; ; 
5344;6;490,517091;2;2;11;1;0;3; ; 
5356;3;390,750903;2;2;11;1;0;3; ; 
5360;7;389,249;2;1;11;1;0;3; ; 
5367;6;390,750903;2;2;11;1;0;3; ; 
5372;3;390,750903;2;2;11;1;0;3; ; 
5374;4;1138,997313;2;2;11;1;0;3; ; 
5377;4;1138,997313;2;2;11;1;0;3; ; 
5391;3;514,36475;2;1;11;1;0;3; ; 
5425;5;1005,975729;2;2;11;1;0;3; ; 
5445;3;695,0875;2;1;11;1;0;3; ; 
5460;5;514,36475;2;1;11;1;0;3; ; 
5506;7;722,891;2;1;11;1;0;3; ; 
5506;4;722,891;2;1;11;1;0;3; ; 
5548;5;548,714034;2;2;11;1;0;3; ; 
5555;5;349,181658;2;2;11;1;0;3; ; 
5567;3;583,8735;2;1;11;1;0;3; ; 
5589;4;1005,975729;2;2;11;1;0;3; ; 
5706;5;507,144789;2;2;11;1;0;3; ; 
5757;4;623,538675;2;2;11;1;0;3; ; 
5776;6;507,144789;2;2;11;1;0;3; ; 
5789;4;695,0875;2;1;11;1;0;3; ; 
5910;4;681,18575;2;1;11;1;0;3; ; 
5969;5;430,95425;2;1;11;1;0;3; ; 
6003;7;653,38225;2;1;11;1;0;3; ; 
6015;4;856,326447;2;2;11;1;0;3; ; 
6034;6;756,560259;2;2;11;1;0;3; ; 
6065;3;514,36475;2;1;11;1;0;3; ; 
6083;5;972,720333;2;2;11;1;0;3; ; 
6106;6;706,677165;2;2;11;1;0;3; ; 
6118;6;361,4455;2;1;11;1;0;3; ; 
6122;4;361,4455;2;1;11;1;0;3; ; 
6123;3;361,4455;2;1;11;1;0;3; ; 
6125;4;374,123205;2;2;11;1;0;3; ; 
6152;2;625,57875;2;1;11;1;0;3; ; 
6186;3;365,809356;2;2;11;1;0;3; ; 
6193;4;997,66188;2;2;11;1;0;3; ; 
6216;6;430,95425;2;1;11;1;0;3; ; 
6219;5;430,95425;2;1;11;1;0;3; ; 
6237;2;639,4805;2;1;11;1;0;3; ; 
6316;5;139,0175;2;1;11;1;0;3; ; 
6322;5;2992,98564;2;2;11;1;0;3; ; 
6348;3;507,144789;2;2;11;1;0;3; ; 
6376;3;903,61375;2;1;11;1;0;3; ; 
6424;6;556,07;2;1;11;1;0;3; ; 
6445;3;773,187957;2;2;11;1;0;3; ; 
6481;3;611,677;2;1;11;1;0;3; ; 
6484;6;623,538675;2;2;11;1;0;3; ; 
6520;4;347,54375;2;1;11;1;0;3; ; 
6556;3;864,640296;2;2;11;1;0;3; ; 
6571;3;257,729319;2;2;11;1;0;3; ; 
6574;4;473,889393;2;2;11;1;0;3; ; 
6666;5;1022,603427;2;2;11;1;0;3; ; 
6711;3;750,6945;2;1;11;1;0;3; ; 
6773;5;430,95425;2;1;11;1;0;3; ; 
6825;3;806,443353;2;2;11;1;0;3; ; 
6825;2;792,39975;2;1;11;1;0;3; ; 
6827;4;914,52339;2;2;11;1;0;3; ; 
6831;4;903,61375;2;1;11;1;0;3; ; 
6836;8;914,52339;2;2;11;1;0;3; ; 
6841;6;681,735618;2;2;11;1;0;3; ; 
6852;8;897,895692;2;2;11;1;0;3; ; 
6906;7;625,57875;2;1;11;1;0;3; ; 
6910;8;820,20325;2;1;11;1;0;3; ; 
6933;9;569,97175;2;1;11;1;0;3; ; 
6954;9;1163,93886;2;2;11;1;0;3; ; 
7008;6;706,677165;2;2;11;1;0;3; ; 
7037;4;472,6595;2;1;11;1;0;3; ; 
7047;5;750,6945;2;1;11;1;0;3; ; 
74;4;889;1;1;11;1;1;3; ; 
80;5;893;1;2;11;1;1;3; ; 
93;6;830;1;1;11;1;1;3; ; 
127;6;383;1;2;11;1;1;3; ; 
182;5;1152;1;1;11;1;1;3; ; 
188;5;1152;1;1;11;1;1;3; ; 
192;5;825;1;2;11;1;1;3; ; 
225;5;819;1;2;11;1;1;3; ; 
268;3;202;1;1;11;1;1;3; ; 
270;3;1432;1;1;11;1;1;3; ; 
276;5;1438;1;2;11;1;1;3; ; 
299;6;558;1;1;11;1;1;3; ; 
358;5;881;1;2;11;1;1;3; ; 
358;4;877;1;1;11;1;1;3; ; 
388;6;654;1;2;11;1;1;3; ; 
389;5;940;1;1;11;1;1;3; ; 
418;4;734;1;1;11;1;1;3; ; 
549;4;778;1;2;11;1;1;3; ; 
558;3;777;1;1;11;1;1;3; ; 
575;5;747;1;2;11;1;1;3; ; 
652;4;636;1;1;11;1;1;3; ; 
704;4;579;1;2;11;1;1;3; ; 
717;3;703;1;1;11;1;1;3; ; 
720;3;706;1;2;11;1;1;3; ; 
758;4;914;1;1;11;1;1;3; ; 
816;5;666;1;2;11;1;1;3; ; 
816;6;663;1;1;11;1;1;3; ; 
857;3;786;1;1;11;1;1;3; ; 
903;6;728;1;2;11;1;1;3; ; 
922;3;640;1;2;11;1;1;3; ; 
925;3;914;1;1;11;1;1;3; ; 
928;9;914;1;1;11;1;1;3; ; 
953;4;1081;1;2;11;1;1;3; ; 
1108;3;604;1;2;11;1;1;3; ; 
1123;4;481;1;1;11;1;1;3; ; 
1199;3;571;1;1;11;1;1;3; ; 
1202;2;571;1;1;11;1;1;3; ; 
1264;4;537;1;1;11;1;1;3; ; 
1273;4;537;1;1;11;1;1;3; ; 
1324;3;859;1;2;11;1;1;3; ; 
1358;5;523;1;1;11;1;1;3; ; 
1361;4;523;1;1;11;1;1;3; ; 
1423;7;799;1;1;11;1;1;3; ; 
1531;5;657;1;2;11;1;1;3; ; 
1559;4;842;1;1;11;1;1;3; ; 
1568;7;745;1;1;11;1;1;3; ; 
1593;3;1016;1;1;11;1;1;3; ; 
1630;4;660;1;2;11;1;1;3; ; 
1631;5;657;1;1;11;1;1;3; ; 
1673;5;580;1;2;11;1;1;3; ; 
1685;3;355;1;1;11;1;1;3; ; 
1694;6;845;1;1;11;1;1;3; ; 
1713;4;1545;1;2;11;1;1;3; ; 
1801;4;632;1;1;11;1;1;3; ; 
1840;3;824;1;2;11;1;1;3; ; 
1869;4;379;1;2;11;1;1;3; ; 
1914;4;784;1;1;11;1;1;3; ; 
1941;4;592;1;1;11;1;1;3; ; 
1974;5;617;1;1;11;1;1;3; ; 
2044;3;595;1;1;11;1;1;3; ; 
2065;6;794;1;1;11;1;1;3; ; 
2095;5;553;1;1;11;1;1;3; ; 
2124;4;627;1;1;11;1;1;3; ; 
2131;4;627;1;1;11;1;1;3; ; 
2227;4;746;1;2;11;1;1;3; ; 
2237;3;743;1;1;11;1;1;3; ; 
2255;6;1071;1;1;11;1;1;3; ; 
2376;2;971;1;1;11;1;1;3; ; 
2487;3;668;1;2;11;1;1;3; ; 
2493;6;668;1;2;11;1;1;3; ; 
2578;4;750;1;1;11;1;1;3; ; 
2598;4;718;1;2;11;1;1;3; ; 
2612;5;835;1;1;11;1;1;3; ; 
2649;6;578;1;2;11;1;1;3; ; 
2649;5;578;1;2;11;1;1;3; ; 
2661;7;718;1;1;11;1;1;3; ; 
2712;3;668;1;1;11;1;1;3; ; 
2728;6;541;1;2;11;1;1;3; ; 
2766;4;750;1;1;11;1;1;3; ; 
2809;4;607;1;1;11;1;1;3; ; 
2884;7;437;1;1;11;1;1;3; ; 
2904;4;326;1;1;11;1;1;3; ; 
2905;3;327;1;2;11;1;1;3; ; 
2909;4;327;1;2;11;1;1;3; ; 
2917;4;432;1;2;11;1;1;3; ; 
2922;3;1252;1;1;11;1;1;3; ; 
2974;6;292;1;2;11;1;1;3; ; 
2981;4;442;1;1;11;1;1;3; ; 
2983;3;443;1;2;11;1;1;3; ; 
3002;4;509;1;2;11;1;1;3; ; 
3017;4;1264;1;1;11;1;1;3; ; 
3025;5;1269;1;2;11;1;1;3; ; 
3032;5;942;1;2;11;1;1;3; ; 
3060;2;709;1;2;11;1;1;3; ; 
3111;3;999;1;1;11;1;1;3; ; 
3163;3;475;1;2;11;1;1;3; ; 
3184;8;697;1;2;11;1;1;3; ; 
3208;6;904;1;1;11;1;1;3; ; 
3232;6;864;1;1;11;1;1;3; ; 
3233;6;864;1;1;11;1;1;3; ; 
3234;7;867;1;2;11;1;1;3; ; 
3256;3;881;1;1;11;1;1;3; ; 
3258;3;885;1;2;11;1;1;3; ; 
3274;6;553;1;2;11;1;1;3; ; 
3296;4;744;1;1;11;1;1;3; ; 
3314;8;949;1;1;11;1;1;3; ; 
3324;5;489;1;2;11;1;1;3; ; 
3336;3;987;1;1;11;1;1;3; ; 
3337;3;991;1;2;11;1;1;3; ; 
3340;5;987;1;1;11;1;1;3; ; 
3455;6;547;1;1;11;1;1;3; ; 
3528;5;526;1;1;11;1;1;3; ; 
3536;6;526;1;1;11;1;1;3; ; 
3545;4;993;1;2;11;1;1;3; ; 
3697;3;477;1;2;11;1;1;3; ; 
3778;3;1131;1;2;11;1;1;3; ; 
3796;5;763;1;1;11;1;1;3; ; 
3839;5;635;1;2;11;1;1;3; ; 
3873;3;777;1;2;11;1;1;3; ; 
3875;4;830;1;1;11;1;1;3; ; 
3892;6;465;1;2;11;1;1;3; ; 
3907;6;931;1;1;11;1;1;3; ; 
3938;4;887;1;1;11;1;1;3; ; 
3947;3;477;1;2;11;1;1;3; ; 
3963;5;485;1;1;11;1;1;3; ; 
3982;4;635;1;2;11;1;1;3; ; 
4009;4;911;1;2;11;1;1;3; ; 
4158;5;707;1;2;11;1;1;3; ; 
4201;4;665;1;2;11;1;1;3; ; 
4234;3;455;1;1;11;1;1;3; ; 
4251;6;385;1;2;11;1;1;3; ; 
4301;5;1126,04175;2;1;11;1;1;3; ; 
4352;5;540,400185;2;2;11;1;1;3; ; 
4375;4;639,4805;2;1;11;1;1;3; ; 
4398;4;625,57875;2;1;11;1;1;3; ; 
4461;7;690,049467;2;2;11;1;1;3; ; 
4465;5;681,18575;2;1;11;1;1;3; ; 
4495;4;1280,332746;2;2;11;1;1;3; ; 
4500;4;1265,05925;2;1;11;1;1;3; ; 
4524;4;374,123205;2;2;11;1;1;3; ; 
4571;7;690,049467;2;2;11;1;1;3; ; 
4572;10;681,18575;2;1;11;1;1;3; ; 
4591;7;981,034182;2;2;11;1;1;3; ; 
4670;4;706,677165;2;2;11;1;1;3; ; 
4730;6;623,538675;2;2;11;1;1;3; ; 
