N_ménage;Nordre;Coef_individu;Milieu;Sexe;Age;Etat_matrimonial;Niveau_scolaire;Type_activité;Secteur_activité;Statut_professionnel
821;7;759;1;2;39;3;4;2;5;1
4787;4;616,81831;2;2;16;1;1;2;5;1
192;3;853;1;2;19;1;1;2;5;1
6008;3;588,18475;2;2;20;1;0;2;5;1
4380;3;735,552283;2;1;20;1;0;2;5;1
5782;4;611,71214;2;2;20;1;4;2;5;1
5837;4;670,530615;2;2;20;1;4;2;5;1
3199;3;711;1;2;21;1;1;2;5;1
2832;2;838;1;1;21;1;0;2;5;1
664;3;760;1;1;22;1;0;2;5;1
3920;3;532;1;2;23;1;0;2;5;1
1019;3;1145;1;1;23;1;0;2;5;1
1442;2;974;1;1;26;1;0;2;5;1
2761;3;1009;1;1;26;1;1;2;5;1
5656;5;918;2;1;27;1;1;2;5;1
4117;5;1149;1;1;28;2;0;2;5;1
2188;3;864;1;2;28;1;1;2;5;1
1891;4;830;1;1;28;1;0;2;5;1
2685;4;881;1;1;28;1;1;2;5;1
4380;11;1078;2;1;29;2;0;2;5;1
351;5;959;1;2;30;3;0;2;5;1
778;3;802;1;2;32;1;0;2;5;1
4021;3;705;1;1;32;1;0;2;5;1
6575;3;795;2;1;32;1;1;2;5;1
1889;2;674;1;2;34;1;0;2;5;1
514;2;1065;1;1;35;1;1;2;5;1
534;2;726;1;2;40;4;0;2;5;1
4038;3;1026;1;2;40;1;0;2;5;1
2372;2;1161;1;2;26;2;1;2;5;1
2168;2;759;1;2;30;2;1;2;5;1
5674;2;1093;2;2;42;2;1;2;5;1
5854;2;1054;2;2;49;2;0;2;5;1
403;2;251;1;2;54;2;0;2;5;1
124;1;474;1;2;35;3;0;2;5;1
5885;1;497;2;2;37;4;0;2;5;1
2863;1;645;1;2;42;3;0;2;5;1
408;1;283;1;2;43;3;0;2;5;1
1442;1;800;1;2;51;4;0;2;5;1
1367;10;649;1;1;32;2;0;2;5;2
1989;5;1328;1;1;35;1;0;2;5;5
2107;4;929;1;1;26;1;3;1;5;1
141;6;579;1;1;30;1;3;1;5;1
1607;5;595;1;2;11;1;0;1;5;1
2324;7;828;1;2;12;1;3;1;5;1
1622;5;684;1;2;14;1;0;1;5;1
2480;5;939;1;2;14;1;2;1;5;1
3566;6;826;1;2;15;1;1;1;5;1
3026;8;975;1;2;16;1;1;1;5;1
153;4;917;1;2;16;1;2;1;5;1
2097;5;718;1;2;17;1;3;1;5;1
3393;4;739;1;2;17;1;3;1;5;1
1530;6;680;1;2;17;1;4;1;5;1
1913;7;815;1;2;18;1;0;1;5;1
1821;6;1712;1;2;18;1;1;1;5;1
3732;5;862;1;2;19;1;2;1;5;1
2448;4;717;1;2;20;1;0;1;5;1
1646;4;1022;1;1;20;1;3;1;5;1
2326;9;897;1;2;20;1;3;1;5;1
2700;9;656;1;2;21;1;0;1;5;1
6784;4;799,93126;2;2;21;1;0;1;5;1
1465;3;749;1;2;21;1;1;1;5;1
1515;3;479;1;2;21;1;2;1;5;1
2326;8;897;1;2;21;1;3;1;5;1
1537;4;1391;1;2;22;1;2;1;5;1
1871;6;410;1;2;22;1;2;1;5;1
2580;6;815;1;2;22;1;4;1;5;1
2830;6;772;1;2;23;1;2;1;5;1
2695;4;656;1;2;23;1;1;1;5;1
1138;8;800;1;2;24;1;2;1;5;1
191;4;1377;1;2;25;1;1;1;5;1
512;3;1015;1;2;25;1;2;1;5;1
1087;3;915;1;2;25;1;3;1;5;1
2693;4;720;1;2;26;3;2;1;5;1
2107;5;825;1;2;27;1;3;1;5;1
2322;6;985;1;2;28;1;3;1;5;1
3867;3;845;1;2;30;1;0;1;5;1
141;5;509;1;2;30;1;3;1;5;1
1513;5;482;1;2;30;1;3;1;5;1
3378;5;852;1;2;30;1;3;1;5;1
1521;5;482;1;2;30;1;3;1;5;1
1649;5;946;1;2;31;1;2;1;5;1
632;4;860;1;2;35;1;1;1;5;1
1512;4;504;1;2;35;1;3;1;5;1
3011;3;589;1;2;36;3;0;1;5;1
690;3;778;1;2;36;1;1;1;5;1
6603;2;715;2;2;38;1;0;1;5;1
3574;2;843;1;2;40;1;2;1;5;1
3607;2;746;1;2;40;2;2;1;5;1
3909;4;1084;1;2;40;1;2;1;5;1
3608;3;746;1;2;41;1;1;1;5;1
1514;4;448;1;2;51;1;0;1;5;1
2698;4;565;1;2;55;4;0;1;5;1
3496;2;329;1;2;60;4;0;1;5;1
1643;5;827;1;2;60;1;2;1;5;1
4105;7;800;1;1;36;2;1;1;5;1
376;2;2411;1;1;45;2;0;1;5;1
134;6;550;1;1;20;1;0;1;5;1
1732;8;754;1;1;22;1;0;1;5;1
2359;6;652;1;2;24;1;1;1;5;1
1765;5;1050;1;1;33;2;0;1;5;1
3742;4;650;1;2;49;1;3;1;5;1
4195;5;1053;1;1;50;2;0;1;5;1
3538;3;502;1;2;60;4;0;1;5;1
3520;5;658;1;1;16;1;1;1;5;1
1080;4;911;1;1;17;1;1;1;5;1
2647;2;626;1;2;20;1;1;1;5;1
935;4;1080;1;1;22;1;1;1;5;1
958;3;1170;1;2;24;3;1;1;5;1
1852;3;754;1;1;24;1;2;1;5;1
1351;4;723;1;1;27;1;2;1;5;1
4266;6;694;1;1;37;1;4;1;5;1
372;5;2563;1;1;39;1;1;1;5;1
6399;5;1352;2;1;40;1;1;1;5;1
3001;2;537;1;2;44;3;0;1;5;1
3450;3;578;1;2;46;3;0;1;5;1
334;7;1107;1;2;49;3;0;1;5;1
4266;5;563;1;2;52;1;4;1;5;1
2050;3;613;1;2;57;3;1;1;5;1
6490;2;1609;2;2;44;3;2;1;5;1
3946;6;503;1;2;45;4;1;1;5;1
232;6;769;1;1;60;2;4;1;5;1
4266;4;657;1;2;76;4;4;1;5;1
1117;8;950;1;1;21;1;1;1;5;1
406;2;309;1;1;36;2;0;1;5;1
2241;5;943;1;1;12;1;0;1;5;1
531;3;684;1;1;14;1;0;1;5;1
4005;7;1155;1;2;14;1;0;1;5;1
643;4;768;1;2;15;1;0;1;5;1
3849;5;640;1;1;15;1;0;1;5;1
4493;3;1420,561367;2;1;15;1;0;1;5;1
5434;4;790,350902;2;1;15;1;4;1;5;1
3464;6;712;1;2;15;1;0;1;5;1
3941;4;922;1;2;15;1;0;1;5;1
5403;4;1104,542786;2;1;15;1;0;1;5;1
6387;4;290,26744;2;2;15;1;1;1;5;1
3195;5;679;1;2;16;1;0;1;5;1
3941;3;922;1;2;16;1;0;1;5;1
4778;6;653,10174;2;2;16;1;4;1;5;1
6910;5;912,130702;2;1;17;1;0;1;5;1
4380;4;719,109719;2;1;17;1;0;1;5;1
664;4;651;1;1;17;1;0;1;5;1
6954;6;1276,861203;2;1;18;1;0;1;5;1
3920;5;509;1;2;18;1;0;1;5;1
5035;3;526,109735;2;2;18;1;0;1;5;1
5377;2;1261,029829;2;1;18;1;0;1;5;1
5548;3;596,112121;2;1;18;1;0;1;5;1
5403;3;1104,542786;2;1;18;1;0;1;5;1
2241;10;980;1;2;19;3;0;1;5;1
6118;3;418,922512;2;1;19;1;0;1;5;1
4052;4;1093;1;2;20;1;0;1;5;1
659;4;760;1;1;20;1;0;1;5;1
5035;2;644,593633;2;1;20;1;0;1;5;1
6837;5;1025,407181;2;1;20;1;0;1;5;1
607;4;819;1;1;20;1;1;1;5;1
1017;3;1054;1;2;20;1;0;1;5;1
844;4;820;1;2;21;1;0;1;5;1
5877;4;855,617701;2;1;21;1;4;1;5;1
4046;6;1093;1;2;21;1;0;1;5;1
4778;4;599,948445;2;2;21;1;4;1;5;1
2430;3;745;1;2;22;1;0;1;5;1
2652;4;626;1;2;22;3;0;1;5;1
4052;3;1093;1;2;22;1;0;1;5;1
201;5;970;1;1;22;1;0;1;5;1
1124;3;569;1;1;22;1;0;1;5;1
4051;4;1093;1;2;22;1;0;1;5;1
4193;7;1095;1;2;22;1;0;1;5;1
5826;3;435,256715;2;2;22;1;0;1;5;1
5874;10;855,617701;2;1;22;1;0;1;5;1
6837;4;1025,407181;2;1;22;1;0;1;5;1
6910;2;932,022967;2;1;22;1;0;1;5;1
5782;3;801,648902;2;1;22;1;4;1;5;1
3837;4;1566;1;1;22;1;0;1;5;1
308;3;383;1;1;22;1;1;1;5;1
2362;4;707;1;1;22;1;1;1;5;1
4210;3;1156;1;2;22;1;1;1;5;1
662;5;760;1;1;23;1;0;1;5;1
3464;4;808;1;1;23;1;0;1;5;1
1797;4;687;1;2;23;1;0;1;5;1
5269;4;726,456418;2;1;23;1;0;1;5;1
607;3;819;1;1;23;1;1;1;5;1
943;3;864;1;1;23;1;4;1;5;1
1762;4;920;1;2;23;1;0;1;5;1
891;6;1144;1;1;23;1;2;1;5;1
844;3;820;1;2;24;1;0;1;5;1
894;4;788;1;2;24;1;4;1;5;1
128;3;414;1;2;24;1;0;1;5;1
234;5;886;1;2;24;1;0;1;5;1
5379;3;1289,187266;2;1;24;1;0;1;5;1
3676;2;734;1;2;25;3;0;1;5;1
6954;3;1913;2;1;25;1;0;1;5;1
1732;5;859;1;1;25;1;0;1;5;1
5660;3;918;2;1;25;1;0;1;5;1
5140;5;908;2;1;25;1;4;1;5;1
1762;3;1011;1;2;25;1;0;1;5;1
997;6;839;1;2;25;3;1;1;5;1
1069;4;1015;1;2;25;1;1;1;5;1
1799;3;850;1;1;25;1;1;1;5;1
3793;5;1027;1;1;25;1;0;1;5;1
3652;5;1012;1;2;25;1;0;1;5;1
1022;4;1158;1;2;26;1;0;1;5;1
4051;2;1201;1;2;26;1;0;1;5;1
407;3;294;1;2;26;1;1;1;5;1
2541;3;845;1;2;26;1;0;1;5;1
4502;8;2129;2;1;26;1;1;1;5;1
403;3;294;1;2;27;2;0;1;5;1
3068;2;645;1;1;27;1;0;1;5;1
2670;2;781;1;2;27;1;0;1;5;1
917;4;762;1;2;28;1;0;1;5;1
3044;2;532;1;2;28;1;0;1;5;1
92;3;1117;1;1;28;2;0;1;5;1
3763;2;893;1;2;28;1;0;1;5;1
234;3;974;1;2;28;1;0;1;5;1
1117;5;961;1;2;28;1;1;1;5;1
362;3;491;1;2;29;1;0;1;5;1
604;3;829;1;2;29;1;0;1;5;1
752;4;1230;1;1;29;1;0;1;5;1
861;2;833;1;1;29;1;0;1;5;1
6442;4;1274;2;1;29;2;1;1;5;1
1022;3;1060;1;2;30;1;0;1;5;1
6972;2;852;2;2;30;1;0;1;5;1
163;2;1210;1;1;30;1;0;1;5;1
751;3;1135;1;1;30;1;0;1;5;1
1036;3;898;1;1;30;1;1;1;5;1
1392;3;817;1;1;30;1;0;1;5;1
3815;6;600;1;1;30;1;0;1;5;1
92;2;1031;1;1;31;2;0;1;5;1
2017;4;632;1;2;31;1;0;1;5;1
3462;3;748;1;2;32;1;0;1;5;1
4048;3;1247;1;1;32;1;0;1;5;1
1022;9;1204;1;1;32;2;0;1;5;1
3815;5;600;1;1;32;1;0;1;5;1
4160;3;874;1;1;32;1;0;1;5;1
4379;10;1081;2;1;32;2;0;1;5;1
3822;5;529;1;2;33;4;1;1;5;1
3760;3;928;1;1;33;1;0;1;5;1
374;3;2236;1;2;33;1;1;1;5;1
1364;3;649;1;1;33;1;0;1;5;1
3826;3;1647;1;1;33;1;4;1;5;1
2848;2;545;1;2;34;3;0;1;5;1
5450;6;1596;2;2;34;1;0;1;5;1
751;7;1135;1;1;34;2;0;1;5;1
3284;3;482;1;1;34;1;0;1;5;1
3029;2;1074;1;2;35;1;0;1;5;1
5450;5;1547;2;2;35;1;0;1;5;1
3780;3;1288;1;2;35;1;0;1;5;1
3088;4;940;1;2;35;3;1;1;5;1
3362;4;1382;1;2;35;3;0;1;5;1
6974;4;941;2;1;35;2;1;1;5;1
1069;8;972;1;2;35;4;1;1;5;1
2530;3;980;1;1;36;1;1;1;5;1
5705;2;792;2;2;37;1;0;1;5;1
604;2;793;1;2;37;1;0;1;5;1
1307;3;702;1;2;37;1;0;1;5;1
1731;2;800;1;1;38;1;1;1;5;1
4196;3;1263;1;1;39;1;0;1;5;1
2396;3;976;1;2;40;3;0;1;5;1
2663;2;761;1;2;40;1;0;1;5;1
3895;2;490;1;2;40;1;0;1;5;1
4380;6;1110;2;1;40;2;0;1;5;1
4238;4;482;1;2;40;1;0;1;5;1
1765;2;1044;1;1;41;1;0;1;5;1
1668;3;713;1;1;41;1;4;1;5;1
3346;4;1046;1;2;42;1;0;1;5;1
2037;2;631;1;2;43;1;0;1;5;1
572;3;918;1;1;43;1;0;1;5;1
2112;4;508;1;2;43;4;0;1;5;1
3462;2;723;1;2;48;1;0;1;5;1
2112;3;565;1;1;48;1;0;1;5;1
2842;5;527;1;2;48;1;1;1;5;1
3346;3;1043;1;2;49;1;0;1;5;1
1063;2;923;1;2;24;2;1;1;5;1
5912;2;588,18475;2;2;24;2;4;1;5;1
2955;2;1398;1;2;30;2;0;1;5;1
287;2;832;1;2;30;2;2;1;5;1
3337;2;1079;1;2;31;2;1;1;5;1
3821;2;529;1;2;32;2;0;1;5;1
5698;2;818;2;2;32;2;0;1;5;1
1898;2;777;1;2;32;2;1;1;5;1
2949;2;1398;1;2;33;2;1;1;5;1
4071;2;640;1;2;33;2;4;1;5;1
3338;2;1129;1;2;35;2;0;1;5;1
361;2;470;1;2;35;2;1;1;5;1
2010;2;700;1;2;35;2;1;1;5;1
5639;2;880;2;2;35;2;1;1;5;1
3941;2;1015;1;2;36;2;0;1;5;1
4066;2;669;1;2;36;2;0;1;5;1
3429;2;872;1;2;37;2;0;1;5;1
3961;2;555;1;2;37;2;0;1;5;1
229;2;933;1;2;37;2;1;1;5;1
1531;2;749;1;2;37;2;1;1;5;1
2850;2;571;1;2;37;2;1;1;5;1
1940;2;677;1;2;38;2;0;1;5;1
5700;2;792;2;2;38;2;0;1;5;1
181;2;1220;1;2;40;2;1;1;5;1
1641;2;917;1;2;40;2;1;1;5;1
2581;2;794;1;2;41;2;0;1;5;1
5020;2;1273;2;2;41;2;0;1;5;1
5837;2;1093;2;2;41;2;4;1;5;1
2226;2;694;1;2;41;2;1;1;5;1
643;2;783;1;2;42;2;0;1;5;1
743;2;874;1;2;42;2;0;1;5;1
5720;2;1098;2;2;42;2;0;1;5;1
1633;2;697;1;2;42;2;4;1;5;1
3063;2;508;1;2;44;2;0;1;5;1
4909;2;1080;2;2;44;2;0;1;5;1
6643;2;1187;2;2;44;2;0;1;5;1
3202;2;693;1;2;44;2;1;1;5;1
2128;2;662;1;2;45;2;0;1;5;1
658;2;680;1;2;46;2;0;1;5;1
1281;2;737;1;2;46;2;0;1;5;1
3253;2;931;1;2;46;2;0;1;5;1
2021;2;611;1;2;46;2;1;1;5;1
432;2;1081;1;2;47;2;0;1;5;1
649;2;672;1;2;47;2;0;1;5;1
835;2;797;1;2;47;2;0;1;5;1
2239;2;997;1;2;47;2;1;1;5;1
2281;2;714;1;2;48;2;0;1;5;1
2354;2;754;1;2;48;2;1;1;5;1
2026;2;651;1;2;49;2;0;1;5;1
2343;2;754;1;2;49;2;1;1;5;1
536;2;697;1;2;50;2;0;1;5;1
1984;2;1078;1;2;50;2;0;1;5;1
3683;2;578;1;2;50;2;0;1;5;1
4034;2;984;1;2;50;2;0;1;5;1
3926;2;498;1;2;50;2;4;1;5;1
7040;2;982;2;2;50;2;4;1;5;1
968;2;871;1;2;50;2;0;1;5;1
1951;2;715;1;2;50;2;1;1;5;1
2205;2;583;1;2;51;2;0;1;5;1
1552;2;622;1;2;52;2;0;1;5;1
2241;2;960;1;2;52;2;0;1;5;1
1468;2;701;1;2;53;2;2;1;5;1
776;2;746;1;2;54;2;1;1;5;1
2411;2;777;1;2;54;2;1;1;5;1
1022;2;907;1;2;57;2;0;1;5;1
3466;2;641;1;2;59;2;0;1;5;1
2294;2;620;1;2;60;2;0;1;5;1
3185;2;662;1;2;60;2;0;1;5;1
3954;2;455;1;2;62;2;0;1;5;1
542;2;751;1;2;67;2;0;1;5;1
3975;1;811;1;1;20;1;1;1;5;1
4062;1;1096;1;1;20;1;1;1;5;1
2106;1;885;1;1;21;1;1;1;5;1
1811;1;1302;1;1;23;1;2;1;5;1
3568;1;1162;1;1;25;2;1;1;5;1
6490;1;1387;2;2;25;1;2;1;5;1
958;1;1397;1;2;26;3;1;1;5;1
1619;1;995;1;1;26;1;1;1;5;1
6863;1;746;2;1;27;2;0;1;5;1
1661;1;850;1;1;27;2;1;1;5;1
1519;1;644;1;1;28;2;0;1;5;1
1809;1;1484;1;1;28;2;0;1;5;1
3261;1;1144;1;2;28;1;0;1;5;1
241;1;94;1;2;28;1;4;1;5;1
5775;1;641;2;1;28;2;1;1;5;1
2145;1;851;1;1;28;2;2;1;5;1
5481;1;887;2;1;29;2;4;1;5;1
674;1;988;1;1;29;2;1;1;5;1
204;1;309;1;2;30;4;0;1;5;1
3142;1;907;1;2;30;2;0;1;5;1
3571;1;1072;1;1;30;2;0;1;5;1
6263;1;1426;2;1;30;2;0;1;5;1
5997;1;922;2;1;30;2;4;1;5;1
313;1;385;1;2;31;1;0;1;5;1
530;1;923;1;1;31;2;0;1;5;1
4045;1;1193;1;2;31;3;1;1;5;1
5207;1;731;2;1;31;2;1;1;5;1
1564;1;1000;1;2;31;2;1;1;5;1
5679;1;938;2;2;31;3;1;1;5;1
4399;1;823;2;1;32;1;0;1;5;1
4827;1;1140;2;2;32;3;0;1;5;1
342;1;834;1;1;32;1;4;1;5;1
2509;1;1345;1;1;32;2;1;1;5;1
3627;1;1220;1;1;32;2;1;1;5;1
969;1;1017;1;2;33;2;0;1;5;1
6061;1;672;2;1;33;2;0;1;5;1
3930;1;660;1;1;33;2;1;1;5;1
7015;1;891;2;1;33;2;1;1;5;1
2350;1;961;1;1;33;1;1;1;5;1
4234;1;540;1;2;33;2;1;1;5;1
2995;1;602;1;2;34;2;0;1;5;1
3006;1;694;1;1;34;2;0;1;5;1
809;1;690;1;2;34;1;1;1;5;1
840;1;1017;1;1;34;2;1;1;5;1
3337;1;1331;1;1;34;2;1;1;5;1
5702;1;655;2;1;34;2;1;1;5;1
3648;1;1142;1;1;34;2;2;1;5;1
3931;1;582;1;2;34;3;2;1;5;1
239;1;91;1;2;35;2;0;1;5;1
240;1;99;1;1;35;2;1;1;5;1
1805;1;1382;1;1;35;2;1;1;5;1
766;1;363;1;2;35;3;1;1;5;1
3668;1;1087;1;1;36;2;0;1;5;1
1641;1;1178;1;1;36;2;1;1;5;1
3570;1;1082;1;1;36;2;1;1;5;1
4094;1;947;1;1;36;2;1;1;5;1
5651;1;750;2;1;37;2;0;1;5;1
5716;1;1040;2;1;37;2;0;1;5;1
1083;1;1227;1;1;38;2;0;1;5;1
4535;1;661;2;2;38;4;0;1;5;1
1561;1;1047;1;2;38;4;1;1;5;1
1023;1;1205;1;2;39;3;0;1;5;1
1814;1;2047;1;2;39;4;1;1;5;1
2053;1;892;1;1;39;2;1;1;5;1
5615;1;903;2;1;39;2;1;1;5;1
1944;1;872;1;2;39;3;1;1;5;1
911;1;907;1;2;40;3;0;1;5;1
2861;1;1013;1;2;40;3;0;1;5;1
2970;1;336;1;2;40;3;0;1;5;1
3387;1;819;1;2;40;4;0;1;5;1
372;1;2741;1;1;40;2;1;1;5;1
982;1;1271;1;1;40;2;1;1;5;1
1979;1;1220;1;2;40;2;1;1;5;1
2808;1;814;1;1;40;2;1;1;5;1
4509;1;902;2;1;40;1;1;1;5;1
1522;1;590;1;1;40;2;1;1;5;1
2105;1;925;1;1;40;2;1;1;5;1
2617;1;1118;1;1;40;2;1;1;5;1
1034;1;833;1;2;40;1;2;1;5;1
1386;1;881;1;1;40;2;2;1;5;1
1079;1;1208;1;1;41;2;0;1;5;1
1934;1;681;1;2;41;2;0;1;5;1
3504;1;1085;1;2;41;4;0;1;5;1
3553;1;553;1;2;41;3;0;1;5;1
4514;1;489;2;1;41;2;4;1;5;1
4266;1;742;1;1;41;2;4;1;5;1
149;1;1017;1;2;41;3;1;1;5;1
3882;1;1113;1;1;41;2;1;1;5;1
696;1;1062;1;2;41;3;2;1;5;1
2373;1;1119;1;2;41;2;2;1;5;1
3925;1;563;1;2;42;3;0;1;5;1
4099;1;734;1;2;42;3;0;1;5;1
5213;1;751;2;1;42;2;0;1;5;1
209;1;349;1;1;42;2;1;1;5;1
4542;1;1232;2;1;42;2;1;1;5;1
5861;1;728;2;2;42;4;1;1;5;1
515;1;1139;1;1;42;2;1;1;5;1
851;1;1054;1;1;42;2;1;1;5;1
996;1;941;1;1;42;1;1;1;5;1
664;1;741;1;2;43;4;0;1;5;1
3286;1;521;1;1;43;2;0;1;5;1
402;1;330;1;1;43;1;1;1;5;1
925;1;1226;1;1;43;2;1;1;5;1
4111;1;1144;1;1;43;2;1;1;5;1
6957;1;1516;2;1;43;2;1;1;5;1
660;1;741;1;2;44;3;0;1;5;1
2924;1;1441;1;2;44;3;0;1;5;1
3345;1;1136;1;2;44;2;0;1;5;1
3921;1;563;1;2;44;2;0;1;5;1
4277;1;1537;2;1;44;2;0;1;5;1
5460;1;691;2;1;44;2;0;1;5;1
1497;1;1114;1;1;44;2;2;1;5;1
3565;1;1066;1;1;44;2;2;1;5;1
642;1;946;1;1;45;2;0;1;5;1
2656;1;919;1;1;45;2;0;1;5;1
3118;1;1147;1;2;45;3;0;1;5;1
3467;1;786;1;2;45;4;0;1;5;1
3941;1;1136;1;1;45;2;0;1;5;1
1523;1;564;1;1;45;2;4;1;5;1
1900;1;816;1;2;45;1;1;1;5;1
2021;1;741;1;1;45;2;1;1;5;1
2290;1;832;1;1;45;2;1;1;5;1
131;1;437;1;2;46;3;0;1;5;1
562;1;892;1;2;46;4;0;1;5;1
1246;1;1306;1;1;46;2;0;1;5;1
1901;1;816;1;2;46;4;0;1;5;1
4765;1;768;2;1;46;2;0;1;5;1
2520;1;878;1;1;46;2;4;1;5;1
3025;1;1451;1;2;46;4;1;1;5;1
3340;1;1264;1;1;46;2;1;1;5;1
1924;1;593;1;2;47;4;0;1;5;1
2758;1;866;1;2;47;4;0;1;5;1
2804;1;697;1;2;47;4;0;1;5;1
4459;1;824;2;1;47;2;0;1;5;1
4903;1;469;2;1;47;2;0;1;5;1
6343;1;955;2;2;47;4;0;1;5;1
6911;1;1008;2;2;47;4;0;1;5;1
4549;1;979;2;1;47;2;4;1;5;1
2354;1;913;1;1;47;2;1;1;5;1
1887;1;708;1;2;48;3;1;1;5;1
1920;1;593;1;2;48;1;1;1;5;1
2039;1;763;1;1;48;2;1;1;5;1
1923;1;662;1;1;49;2;0;1;5;1
5273;1;785;2;2;49;3;0;1;5;1
997;1;899;1;1;49;2;1;1;5;1
2672;1;837;1;1;49;2;1;1;5;1
2993;1;582;1;2;49;2;1;1;5;1
847;1;893;1;1;50;2;0;1;5;1
1157;1;868;1;2;50;4;0;1;5;1
3370;1;1335;1;2;50;3;0;1;5;1
7040;1;872;2;1;50;2;4;1;5;1
238;1;82;1;1;50;2;1;1;5;1
2343;1;809;1;1;50;2;1;1;5;1
2133;1;654;1;1;51;2;0;1;5;1
336;1;1157;1;2;51;3;1;1;5;1
2609;1;947;1;1;51;2;1;1;5;1
6493;1;1272;2;1;51;2;2;1;5;1
605;1;766;1;2;52;2;0;1;5;1
3297;1;845;1;1;52;2;0;1;5;1
3884;1;942;1;1;52;2;0;1;5;1
4617;1;600;2;1;52;2;0;1;5;1
4764;1;724;2;1;52;2;0;1;5;1
2084;1;814;1;1;52;2;1;1;5;1
5626;1;659;2;1;52;2;2;1;5;1
1810;1;1152;1;1;53;2;0;1;5;1
920;1;704;1;2;54;4;0;1;5;1
335;1;1157;1;2;54;4;1;1;5;1
755;1;1084;1;1;55;2;0;1;5;1
2314;1;823;1;2;55;3;0;1;5;1
2640;1;672;1;2;55;2;0;1;5;1
3010;1;609;1;1;55;2;0;1;5;1
3451;1;556;1;2;55;3;0;1;5;1
6865;1;627;2;2;55;2;0;1;5;1
216;1;1648;1;1;55;2;4;1;5;1
376;1;2425;1;1;56;2;0;1;5;1
2670;1;664;1;2;56;4;0;1;5;1
3652;1;1004;1;1;56;2;0;1;5;1
5214;1;627;2;1;56;2;0;1;5;1
4132;1;1753;1;2;56;4;1;1;5;1
1105;1;713;1;1;56;2;1;1;5;1
1710;1;1565;1;2;57;3;0;1;5;1
5943;1;768;2;2;57;4;0;1;5;1
6954;1;1265;2;1;57;2;0;1;5;1
3449;1;649;1;1;57;2;4;1;5;1
3511;1;1117;1;1;57;2;4;1;5;1
2241;1;1118;1;1;58;2;0;1;5;1
3667;1;946;1;1;58;2;0;1;5;1
504;1;711;1;1;58;2;1;1;5;1
3756;1;886;1;1;58;2;1;1;5;1
1837;1;834;1;2;59;4;0;1;5;1
4259;1;568;1;1;60;2;0;1;5;1
6943;1;552;2;1;60;2;4;1;5;1
2099;1;716;1;2;61;4;0;1;5;1
3001;1;526;1;2;61;4;0;1;5;1
913;1;653;1;1;63;2;0;1;5;1
3074;1;406;1;1;63;2;0;1;5;1
2947;1;1310;1;1;64;2;0;1;5;1
3509;1;965;1;1;64;2;0;1;5;1
3053;1;742;1;1;65;2;0;1;5;1
497;1;854;1;2;67;3;0;1;5;1
2510;1;1048;1;1;67;2;0;1;5;1
2653;1;605;1;1;68;2;0;1;5;1
531;1;656;1;1;70;2;0;1;5;1
4638;1;590;2;2;70;4;0;1;5;1
4260;1;531;1;1;70;2;4;1;5;1
1600;1;1010;1;2;72;4;0;1;5;1
2430;1;657;1;1;72;2;0;1;5;1
1539;1;1273;1;2;73;4;0;1;5;1
5039;1;1215;2;1;73;2;0;1;5;1
1457;1;678;1;1;74;2;0;1;5;1
3895;1;597;1;2;77;2;0;1;5;1
4110;2;1070;1;1;39;1;0;1;5;2
6267;2;1233,020475;2;1;17;1;0;1;5;2
6547;4;708,98925;2;1;14;1;0;1;5;2
3201;3;660;1;1;18;1;0;1;5;2
3405;3;396;1;1;19;1;1;1;5;2
3156;4;559;1;1;20;1;0;1;5;2
5717;5;868,958303;2;1;21;2;1;1;5;2
2291;7;767;1;1;23;1;0;1;5;2
4202;5;892;1;1;28;1;0;1;5;2
3844;4;851;1;1;29;1;4;1;5;2
6270;3;1854;2;1;30;3;0;1;5;2
339;2;768;1;1;32;2;0;1;5;2
2420;2;1030;1;1;32;1;0;1;5;2
2976;6;362;1;1;34;2;0;1;5;2
3443;2;751;1;1;37;1;0;1;5;2
2402;3;1137;1;1;40;1;0;1;5;2
4096;2;832;1;2;25;2;4;1;5;2
5875;2;1254;2;1;26;2;0;1;5;2
2879;2;463;1;2;49;2;0;1;5;2
5718;1;1101;2;1;23;2;0;1;5;2
3255;1;1288;1;1;27;2;1;1;5;2
404;1;293;1;2;30;3;2;1;5;2
4169;1;1040;1;1;35;2;0;1;5;2
6554;1;1172;2;1;35;2;1;1;5;2
4215;1;1447;1;1;36;2;4;1;5;2
4375;1;880;2;1;36;2;1;1;5;2
5860;1;898;2;1;37;2;0;1;5;2
5719;1;1040;2;1;37;2;4;1;5;2
1178;1;1077;1;1;38;1;1;1;5;2
4032;1;1297;1;1;41;2;1;1;5;2
6502;1;852;2;1;42;2;1;1;5;2
3045;1;598;1;1;43;2;0;1;5;2
2220;1;878;1;1;44;2;1;1;5;2
2284;1;865;1;1;46;2;0;1;5;2
3824;1;619;1;1;46;2;0;1;5;2
6118;1;454;2;1;46;2;0;1;5;2
6265;1;1338;2;1;46;2;0;1;5;2
5854;1;796;2;1;47;2;0;1;5;2
6687;1;1083;2;1;47;2;0;1;5;2
1472;1;882;1;1;48;2;0;1;5;2
6135;1;1406;2;1;48;2;1;1;5;2
6501;1;1349;2;1;49;2;0;1;5;2
1334;1;611;1;1;50;2;1;1;5;2
5717;1;869;2;1;51;2;1;1;5;2
3156;1;537;1;1;52;2;0;1;5;2
6430;1;495;2;1;52;2;4;1;5;2
3660;1;907;1;1;53;2;0;1;5;2
